speaker_id,final_split,utterance_count,duration_seconds,provenance_composition,duplicate_file_count,utterance_bucket,eligibility_status,eligibility_reason,selection_hash,split_seed,split_version
1086,train,6,18.000000,train=4|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6ad44735c2728f47a642c6d29ca28cca85679c9c9bf5c15ec49b568003ad8fc1,20260729,v2
1087,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,f0e87a448e2826bf3369cd80d85afd05708c8ed1638c7268d7c726b80a8e06fd,20260729,v2
1088,train,6,18.000000,train=3|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dfcd7aade7100e9fae5ada582f347e7698a9c139c983eba6cd7f87f138907d13,20260729,v2
1089,train,6,18.000000,train=3|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,257db10f40a0c11bd00f747fc24bca2b859367fd0023a3d359c2853f8591881e,20260729,v2
1090,train,38,114.000000,train=38|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,84818606cb38e9fd04cc7b85588f016f59aad6fd66622207c198750ae070c0e7,20260729,v2
1091,train,51,153.000000,train=27|train_small=24|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,62aead4615ec2f8837862e3ea6a7b7f34047c597bbb0f1a75c2f0542b0fec39d,20260729,v2
1092,train,5,15.000000,train=0|train_small=0|part=0|test=5,0,2-19,eligible_train,at_least_2_utterances,ab2c80d41c840f40319bf6ce8bea04658238c499532468283ab600bcbeda863b,20260729,v2
1093,train,5,15.000000,train=2|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,85128bf506bef5ee4481300d52204375f5cc9dd4d69e22d63bed733723ad6746,20260729,v2
1094,train,12,36.000000,train=0|train_small=0|part=0|test=12,0,2-19,eligible_train,at_least_2_utterances,d33d942f1186ec66bc25661f5dd3d07455120493397ddb36f4ca37336173761c,20260729,v2
1095,train,6,18.000000,train=4|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,bb37d9bfbb3f15d0e70cf57291caf4e3336b6d3a5c149e38c567b2d048831df9,20260729,v2
1096,train,14,42.000000,train=8|train_small=6|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,4d9d1f317b93a8cd084b315c36dacbdab099c811ad674fa47d65bdd3e82c38ad,20260729,v2
1097,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,0534b5d0c74b8c40c33c9cb6a98734f7002eab433cc8f45d751c195b63922984,20260729,v2
1098,train,5,15.000000,train=0|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,4c9a8bee4143f1f326053e680e042ae2bfc9d6be2e62f9747cadf2e79ee27fb7,20260729,v2
1099,train,3,9.000000,train=0|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,9f3b8d6cb18a47d01eca6315f0b1ac6c7a5599a67739b89fdeda9dc6f4f5026f,20260729,v2
1100,train,2,6.000000,train=0|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,7ce9f870bbc78fadd84701399217b746b0f95e60ddbb9f6824eed66039463197,20260729,v2
1101,train,2,6.000000,train=0|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,62f5fd8998d774baedefd93c7aa3d2d4961c5ac619553b81ed6550277aab6d83,20260729,v2
1103,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,69cb61f2e70d7374f08d1417cab4c523d4c4c9228e4c915282b9977568e9c9de,20260729,v2
1104,train,5,15.000000,train=0|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,65f0176a057dc9f124eb5d899086448f6e826f6fd67eff8ca2e3a6953fae7679,20260729,v2
1105,train,3,9.000000,train=0|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6f2754fe0ba86ca06fa294a54eb1b03fb67c056caa720cca0f076303f44a42e5,20260729,v2
1106,test,27,81.000000,train=0|train_small=0|part=0|test=27,0,20-49,eligible_evaluation,at_least_20_utterances,39024c27361d7aa3b36074e0f6c23658f5e3650baf05fa29e09a319526c12f56,20260729,v2
1107,train,2,6.000000,train=0|train_small=0|part=0|test=2,0,2-19,eligible_train,at_least_2_utterances,66b58e013ae0348fff728a18b637efd99f6fbf26eecfea4f8a30f24a0d8b9d48,20260729,v2
1108,train,3,9.000000,train=0|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,50bcb23d9ff1490be0bfe787c7e90861750b0e44dc199c7eb0f650c2e1d299be,20260729,v2
1109,train,92,276.000000,train=0|train_small=92|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,f3a0fefe9c4ac2408ed35e78c3ab641027ae73d6316065cb8dd33664b4d2a9e5,20260729,v2
1110,test,344,1032.000000,train=183|train_small=161|part=0|test=0,0,200-499,eligible_evaluation,at_least_20_utterances,2af68b7aa124abc000c5fa89b4c80129e8d86539c8c4176cd7efcff209659411,20260729,v2
1111,train,120,360.000000,train=59|train_small=61|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,b4b471b1389f31bb7b11d5f3d3dc31e75e8aa36ccec29e5b9bc01f6c210be883,20260729,v2
1112,test,121,363.000000,train=58|train_small=63|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,3f8fc22bf3132f2aa6b3ef184397322ec6b705502759cd5fbb6adf2b07192c33,20260729,v2
1113,train,8,24.000000,train=5|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,bdfbe1b7f4672d6d3bb2bffbf295dffd1b73f1a7d010d7d113d537b06ad23bdb,20260729,v2
1114,validation,70,210.000000,train=21|train_small=49|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,213df7bf84b6a98a2c713cb8648f306413ae8d55e1310339558620ad9bdffad6,20260729,v2
1115,train,40,120.000000,train=0|train_small=40|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,833ee510a3266e66b3a09f4286d40a594ad47fe96c036b266c9c1822040207b3,20260729,v2
1116,train,9,27.000000,train=4|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,e1533664c80333b5976aaf43067a33c8a4b67952d9172f9390ff8d80ff04e81e,20260729,v2
1117,train,34,102.000000,train=0|train_small=34|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,db2cf32a5d4e44a1976d3c8b4bd4205dc78b203e26dae06811f8d141b2ce5236,20260729,v2
1118,train,39,117.000000,train=0|train_small=39|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,9158bed4eb6f69b7a9c30debf07912a688f095d06bdc4b4198c0ce6654e42dcb,20260729,v2
1119,train,17,51.000000,train=0|train_small=17|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,efdd460237f090db889489be8e5ae8382c9445c0d125356e9c97c3fb9e8fed6e,20260729,v2
1120,train,15,45.000000,train=0|train_small=0|part=0|test=15,0,2-19,eligible_train,at_least_2_utterances,75dd9e83a479bc6ca451a547435d85f4e8f03754b206f84513ffd8de218a8018,20260729,v2
1121,train,7,21.000000,train=0|train_small=7|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,4f2cd68e19808b40c08753eb03a1b45b8d2b70103e03e91cb968dd5110bdc2f2,20260729,v2
1122,train,8,24.000000,train=0|train_small=8|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,80a639b2a8d6511ccb6472fbc51ec24b9245c1232cfd8a81ebbf00baa40631d0,20260729,v2
1123,train,7,21.000000,train=0|train_small=0|part=0|test=7,0,2-19,eligible_train,at_least_2_utterances,1e8571db41763ecf584de45c716d8d8d04992499965894eb7a7b4634fb2f0730,20260729,v2
1124,train,6,18.000000,train=5|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1c8b94c8f2c79f75e19fe66e0b960dcb81100f4c9ec277ebd78cfd9b5969b387,20260729,v2
1125,train,5,15.000000,train=2|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,43151a22ac696db8c673fa380b956c44ad9ba4b1c63ca5ffe55f589d1e10453e,20260729,v2
1126,train,16,48.000000,train=0|train_small=16|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,8824dd419c474dde8f56c5c61b07e4b631d949b802ca31cf62375f366a44aba4,20260729,v2
1127,train,14,42.000000,train=0|train_small=14|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,642d4dc8976fa8580077a5e5fb8b1f0c2249f8ed5dc38b706f0f1fa373670cf4,20260729,v2
1128,validation,28,84.000000,train=28|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,042909d4892728b0437bd757c2fa3e6618cf7c2e1ede8fe3d2c282f573fd4ef2,20260729,v2
1129,train,11,33.000000,train=0|train_small=0|part=0|test=11,0,2-19,eligible_train,at_least_2_utterances,108b6ff225256c986012c58b8cf62eb0023cde798a40fd90c676b46f4a2b7bd7,20260729,v2
1130,train,4,12.000000,train=0|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,7f8fc13af9fc343b2c79c24c5342401eb22405747338c8ce784c76ca0a770b0c,20260729,v2
1131,train,7,21.000000,train=3|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,739db9cf76c5c94beeb12ebd849f061ba40b82913dd487b9a2e6a8f656abb614,20260729,v2
1132,train,45,135.000000,train=25|train_small=20|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,c75855337a6929689388c6351b3bece462d02404c7669f40bcdcd5b81d61b3d5,20260729,v2
1133,test,32,96.000000,train=32|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,43894a5ee1f686d68fcc5b756bfa51b2e61c26d914608751eac90078d11a198d,20260729,v2
1134,train,80,240.000000,train=41|train_small=39|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,f03ed036870b4025f64081b1aa29cd22a2cb4fa44c6f81d443911708edd30ecd,20260729,v2
1135,validation,36,108.000000,train=18|train_small=18|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,0e096f84086e00632e97a68d0b2fa94b87ee6359f23805bb566a7895ddeb291a,20260729,v2
1136,train,11,33.000000,train=6|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,155d6358ff829cbcd9705bff0fe2209ea5b7ac1afea645894d46eaee880872e2,20260729,v2
1137,train,4,12.000000,train=0|train_small=0|part=0|test=4,0,2-19,eligible_train,at_least_2_utterances,486945227a907f4294469d4bc328ae22be4389fa8cc9bd9a2eb8650a597424e2,20260729,v2
1138,test,138,414.000000,train=66|train_small=72|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,49292d08dec73f76f76a583c40691a70b57910bac088f0211e83f3a9c4d0919a,20260729,v2
1139,train,7,21.000000,train=7|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,89e71d469f6ec32198e132e086dcda1112af29aa4de7b825649f01f9b383b0bf,20260729,v2
1140,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,e3f47c2305793cedaffd4174df0a8024ed5fbaa664fbeeb5fe8beb88a257a0ce,20260729,v2
1141,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,eb421fb80156499872f1f502f6e0bf88a02ddf3a0d5bf795c5f20e3f1438e743,20260729,v2
1142,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,5bd4825234bafbeb96aaa5e7fe458813bd83255113b92095b763307c8a5b37fd,20260729,v2
1143,train,4,12.000000,train=1|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,94dbd268886e61d5899ed511d2e68a5b1209a0f434c68aee0584e48a48912552,20260729,v2
1144,train,12,36.000000,train=12|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,347bb9af87dc0b7ae41db33736c4c846d952f9afbfc3d40843a73f1ecf8e1972,20260729,v2
1145,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,97361cfca5c47ef480b0cab44bc63612dc9ffc15106d838c11d2473b5023260c,20260729,v2
1146,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,a7b6d895ef478afa4123bf6689e7128c024ccf4f3c9a841c6b1205fd4c144d33,20260729,v2
1147,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6343007cdc39ecf3e1305fbdbd40cda4d6e494a44a0ad348c40f0ebdb4241862,20260729,v2
1148,validation,2686,8058.000000,train=2686|train_small=0|part=0|test=0,0,500+,eligible_evaluation,at_least_20_utterances,040543ad2b187867ee3d3c1bf3af92b67df54b80fde4ef41f3e4126620c5a691,20260729,v2
1149,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,8342c169680875da587de8be80052dd6ad9e8bd43ac732bc116b7d00779bc2e2,20260729,v2
1150,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6f4c820ce0dc663344acf02b80161119679a592aa8d70a39843950081c25392f,20260729,v2
1151,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,e83a16863466481ed97784f08d8d46e6c60e07763a97642c677631cba188c119,20260729,v2
1152,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,09586ddb5152298a9847f2e6b93bbf96bc53232e2fe3262a5a7d41da90ffa29c,20260729,v2
1153,excluded,1,3.000000,train=0|train_small=0|part=0|test=1,0,1,ineligible,singleton_speaker,d7a9505ee99d41d438be6cc371d201046469a336bafb0d716ed731bafe83dff8,20260729,v2
1154,train,5,15.000000,train=4|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,e79a5a0515cc7f7a5db5ff8107128fb5e5d0d83b37987583b34c32c9c28f48ac,20260729,v2
1155,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,3df614f6de1a8a1c2beeeda0ce59c54ab123a6e5d7ba519dbbcd26e36ffa2a4b,20260729,v2
1156,train,15,45.000000,train=7|train_small=8|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,038f90815ba75261de53897e512e567fca2648d0e335a6710223e6ee2a5a0680,20260729,v2
1157,train,25,75.000000,train=13|train_small=12|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,b820aa49ec211d50e754b02a8195adfb661fdf08f74a16046739d6ce9886809c,20260729,v2
1158,train,1613,4839.000000,train=826|train_small=787|part=0|test=0,0,500+,eligible_train,at_least_2_utterances,77dab70718b428b917969ec9322856159db070bfda4ad886c7771e2b1b3f4ffa,20260729,v2
1159,train,3,9.000000,train=0|train_small=0|part=0|test=3,0,2-19,eligible_train,at_least_2_utterances,6e9dfa46bc8637570a8071a9c289f36f7b06a61cf0f4a4876be91da1216be4a2,20260729,v2
1160,train,368,1104.000000,train=368|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,5e168ff30f5b1961d0812a07ae6d7fc09ce04959aa5176fef55ebcb0353901ca,20260729,v2
1161,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,55daf486918f59b550f3737875d9563c8922bbeb0432cd92793751dd97e0ecb2,20260729,v2
1162,train,17,51.000000,train=9|train_small=8|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1f57298744365b78cb3bf9de911ee94701b4b263642fa7946828ab44662c2297,20260729,v2
1163,train,9,27.000000,train=6|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,ab8121f9c7282ef66301c678543def3a92be4b1aee0570f1575e2d334c3387ab,20260729,v2
1164,train,5,15.000000,train=5|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,bd75ffaa266a9d82ef983bdc9f7e016c3ddb6b5499b2eba8e94bb94630b3bf54,20260729,v2
1165,train,2,6.000000,train=0|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d97bb7d9d6ed196acea65e1f3ba1f713602851f68f5e999892255f4802067b9e,20260729,v2
1166,train,7,21.000000,train=3|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,ce4f91b2da79c0e9398ba3b82328c7bc72f0bba28afbfd87846638398fc226ab,20260729,v2
1167,train,218,654.000000,train=106|train_small=112|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,ca9f265121c627cd75fea4e3b1c4ee01a6126d43ff272a0926e51a53486aaa5c,20260729,v2
1168,train,20,60.000000,train=11|train_small=9|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,8fea40f19bcca838a00f4543ec6092a69c7068ac6b122930069e3b072acea595,20260729,v2
1169,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,39be88dd0bc12b22443b86f6ad9ab628503015709fdbd41177dc65f924e7ddb9,20260729,v2
1170,train,6,18.000000,train=6|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,36afe8536a4a1230d20747b6e7bbcf2e1b4b350ef2656674b0bf1634dbe0e41c,20260729,v2
1171,test,162,486.000000,train=84|train_small=78|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,2bfeea8d528217e3570c8fd3378ae85d1e1fcbfa5a8e8d84272ee48180af071a,20260729,v2
1172,train,75,225.000000,train=75|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,e50e1a6a0e5f9a04fa9b474de1985b3ebb1c6efc25ce6c6aed120ebeb5ebb2d4,20260729,v2
1173,train,33,99.000000,train=0|train_small=0|part=0|test=33,0,20-49,eligible_train,at_least_2_utterances,6d35a665d25e28127f5acae95830dd33871d8f4c7f495c059344e44e2abf35ec,20260729,v2
1174,train,23,69.000000,train=23|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,57ebf1e60825932ed1c64b27a9a2f0d00fed842fe15d6c5bd93f74dc6e554aa1,20260729,v2
1175,train,6,18.000000,train=0|train_small=0|part=0|test=6,0,2-19,eligible_train,at_least_2_utterances,7153bb8cb4cfe2dff0f2318e4b38da4330a93dcbae9390a930da8a34317dbfb6,20260729,v2
1176,train,12,36.000000,train=4|train_small=8|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,c414c30ff34737fb91e1ab105f356b97b3464be59735aaefdf045fafb4b6cb85,20260729,v2
1177,train,7,21.000000,train=3|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,0fef7a8ed780a4a4f8579b3a109fd11331ffbb5ac6c9673ac9583611a2f50bd4,20260729,v2
1178,train,6,18.000000,train=5|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,a937ad603c47583922df0cbc09fcaec991d82840041f5e1781c4cdb89c112e69,20260729,v2
1179,test,21,63.000000,train=0|train_small=0|part=0|test=21,0,20-49,eligible_evaluation,at_least_20_utterances,265c4b5b22226444e748920e1fba13a76e31f2d43eb6a580f85f8cd45b4d1f35,20260729,v2
1180,train,21,63.000000,train=11|train_small=10|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,d805f186d69179a470f4b46d3d603e2c1fb79d55fdd954e884631be32c758ed2,20260729,v2
1181,train,9,27.000000,train=9|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,969fcb2e5d6d8a9266be83359f6663df1de8b2203e6dbe400156a2a654ea85b0,20260729,v2
1182,train,10,30.000000,train=3|train_small=7|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,39efcd9571a7d79d906f648f0a7787e79f2903c316104fee35a008bafe64cf27,20260729,v2
1183,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,328488aa5b15810a3f66317c7112faf002a6e79bd2e099e3e373576f752cc184,20260729,v2
1184,train,52,156.000000,train=0|train_small=0|part=0|test=52,0,50-99,eligible_train,at_least_2_utterances,8f99e6aeb9d35054394b967ab4205f90b68020e58d520f514d1f32bea9a0c871,20260729,v2
1185,train,14,42.000000,train=14|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d9c479ae18245f2d1d3b76a9e234ce7442f0fdd1eb7c79d74ea99edce341a42e,20260729,v2
1186,train,32,96.000000,train=13|train_small=19|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,95855a4b2cf5aca3a24f435474af41b1064594710f846ef5c323a262c7330e80,20260729,v2
1187,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,69b0b07c98f240e17fc6eb3ef257a544b1fd29c5f733d8ebd091a1019adfbb5c,20260729,v2
1188,train,2,6.000000,train=0|train_small=0|part=0|test=2,0,2-19,eligible_train,at_least_2_utterances,d14776eb3a53fcd3441ec825161bfe4be9ad38468833cac82f77f180a99bb1b9,20260729,v2
1189,validation,86,258.000000,train=42|train_small=44|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,223dc61a52754b940058cc12e5ddb6c88c323a3de6997f6102c4eee8a3dd87fd,20260729,v2
1190,train,46,138.000000,train=0|train_small=0|part=0|test=46,0,20-49,eligible_train,at_least_2_utterances,d89e5dd2339558ec6a468f3e35d137f900932f29e2b84586f59d598d37466cf7,20260729,v2
1191,train,9,27.000000,train=9|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,3a31b73667ffcbdb45d84d1c3097618c977d236e9d178f6bcca8ec14ca89a0bf,20260729,v2
1192,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,50f211c7bbc357fd4ff8ea9d6b88953be5385587c6552d9b9941d4c8866a02ba,20260729,v2
1193,train,97,291.000000,train=48|train_small=49|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,f2cfe4cc106548a23265e208f669d17d334b8a26b92404d3b95a5e7a8fda6069,20260729,v2
1194,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,8b3633c4ea88bdd4ced442f3b9c5aaee2debbc845362e7477ea0d89272904629,20260729,v2
1195,train,69,207.000000,train=33|train_small=36|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,495da0a0b526fe1bb65309a41695d61c22d5cc81f5ba4e2d1d7d8a0909a84b9d,20260729,v2
1196,train,22,66.000000,train=22|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,56f9ae04214f61ad608725907b9f3a88a7f057c2e34ea0b7e5c7496b0561a129,20260729,v2
1197,train,6,18.000000,train=5|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,e8ed15ce0f27b99817a1b85f1c43695f1fc932d6f1e39a857d53922c690ddc65,20260729,v2
